age,gender,state,occupation,income,education,category,disability_status,bpl_status,employment_status,family_size,scheme_1,scheme_2,scheme_3,scheme_4,scheme_5,scheme_6,scheme_7,scheme_8,scheme_9,scheme_10,scheme_11,scheme_12
56,Female,Bihar,Unemployed,611.0,Below 10th,OBC,No,Yes,Unemployed,6,0,0,1,0,1,0,0,0,0,1,1,0
72,Male,Maharashtra,Government Job,108648.0,10th Pass,OBC,No,No,Employed,5,0,0,0,0,0,0,0,0,0,1,1,0
21,Male,Uttar Pradesh,Private Job,1334531.0,12th Pass,OBC,Yes,No,Employed,1,0,0,0,0,1,1,0,0,0,0,1,0
43,Female,Bihar,Government Job,1191123.0,Postgraduate,SC,No,No,Employed,3,0,0,0,0,1,0,0,0,0,0,1,0
65,Female,Tamil Nadu,Retired,118789.0,Graduate,General,Yes,No,Retired,4,0,0,0,0,1,0,0,0,0,1,1,0
21,Male,Maharashtra,Private Job,1158293.0,10th Pass,General,No,No,Employed,1,0,0,0,0,1,1,0,0,0,0,1,0
79,Other,Karnataka,Retired,300354.0,Below 10th,General,Yes,No,Retired,1,0,0,0,0,0,0,0,0,0,0,1,0
11,Other,Delhi,Unemployed,58237.0,Graduate,General,No,Yes,Unemployed,3,0,0,0,0,0,0,0,0,0,0,1,0
31,Other,Maharashtra,Business Owner,982631.0,Below 10th,SC,Yes,No,Employed,7,0,0,0,0,1,1,1,0,0,0,1,0
27,Other,West Bengal,Farmer,168219.0,Below 10th,ST,Yes,No,Farmer,4,1,0,0,0,1,1,0,0,0,1,1,0
38,Other,Gujarat,Business Owner,959321.0,12th Pass,OBC,Yes,No,Employed,8,0,0,0,0,1,1,1,0,0,0,1,0
31,Other,Bihar,Business Owner,591793.0,Below 10th,General,Yes,No,Employed,2,0,0,0,0,1,1,1,0,0,0,1,0
21,Other,Bihar,Student,23614.0,Below 10th,General,No,Yes,Student,8,0,0,1,1,1,1,0,0,0,1,1,0
31,Female,Bihar,Farmer,72328.0,Below 10th,SC,No,Yes,Farmer,6,1,0,1,0,1,1,0,0,0,1,1,0
20,Other,Delhi,Farmer,44059.0,10th Pass,OBC,No,Yes,Farmer,8,1,0,1,0,1,1,0,0,0,1,1,0
84,Female,Delhi,Business Owner,818741.0,10th Pass,General,No,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
63,Female,Uttar Pradesh,Government Job,1102952.0,Graduate,OBC,Yes,No,Employed,3,0,0,0,0,1,0,0,0,0,0,1,0
12,Male,Delhi,Unemployed,77430.0,Graduate,ST,Yes,Yes,Unemployed,6,0,0,0,0,0,0,0,0,0,0,1,0
83,Male,Punjab,Unemployed,63979.0,Below 10th,ST,No,No,Unemployed,5,0,0,0,0,0,0,0,0,0,1,1,0
83,Male,Rajasthan,Retired,322330.0,Postgraduate,OBC,No,No,Retired,2,0,0,0,0,0,0,0,0,0,0,1,0
60,Other,Gujarat,Unemployed,45318.0,Graduate,OBC,Yes,No,Unemployed,3,0,0,0,0,1,0,0,0,0,1,1,0
62,Female,Bihar,Retired,106719.0,Graduate,SC,Yes,No,Retired,6,0,0,0,0,1,0,0,0,0,1,1,0
25,Male,Rajasthan,Student,144309.0,Graduate,ST,Yes,No,Student,2,0,0,0,1,1,1,0,0,0,1,1,0
63,Female,West Bengal,Unemployed,11536.0,Graduate,ST,No,No,Unemployed,8,0,0,0,0,1,0,0,0,0,1,1,0
7,Male,Uttar Pradesh,Unemployed,4696.0,Postgraduate,General,Yes,Yes,Unemployed,5,0,0,0,0,0,0,0,0,0,0,0,0
70,Other,Gujarat,Government Job,1056737.0,12th Pass,SC,Yes,No,Employed,4,0,0,0,0,1,0,0,0,0,0,1,0
79,Female,Rajasthan,Retired,344931.0,Graduate,SC,No,No,Retired,2,0,0,0,0,0,0,0,0,0,0,1,0
42,Other,Gujarat,Farmer,198969.0,12th Pass,SC,Yes,No,Farmer,1,1,0,0,0,1,0,0,0,0,1,1,0
83,Female,Punjab,Retired,395839.0,Graduate,General,No,No,Retired,4,0,0,0,0,0,0,0,0,0,0,1,0
11,Male,Uttar Pradesh,Student,119811.0,12th Pass,General,No,No,Student,1,0,0,0,0,0,0,0,0,0,0,1,0
80,Male,Bihar,Unemployed,86305.0,Postgraduate,OBC,No,No,Unemployed,1,0,0,0,0,0,0,0,0,0,1,1,0
75,Female,West Bengal,Unemployed,66628.0,10th Pass,OBC,Yes,No,Unemployed,6,0,0,0,0,0,0,0,0,0,1,1,0
69,Female,Uttar Pradesh,Private Job,620594.0,12th Pass,ST,No,No,Employed,5,0,0,0,0,1,0,0,0,0,0,1,0
62,Male,Punjab,Unemployed,78974.0,Postgraduate,SC,No,Yes,Unemployed,4,0,0,1,0,1,0,0,0,1,1,1,0
30,Male,West Bengal,Government Job,709389.0,12th Pass,OBC,Yes,No,Employed,6,0,0,0,0,1,1,0,0,0,0,1,0
19,Female,Rajasthan,Unemployed,76389.0,Postgraduate,ST,No,Yes,Unemployed,7,0,0,1,0,1,1,0,0,0,1,1,0
29,Other,Delhi,Farmer,219685.0,Below 10th,General,Yes,No,Farmer,5,1,0,0,0,1,1,0,0,0,0,1,0
14,Female,Karnataka,Student,16261.0,10th Pass,General,No,Yes,Student,2,0,0,0,0,0,0,0,0,0,0,1,0
83,Other,Rajasthan,Retired,137601.0,Postgraduate,ST,Yes,No,Retired,5,0,0,0,0,0,0,0,0,0,1,1,0
11,Female,Uttar Pradesh,Unemployed,89803.0,12th Pass,General,Yes,Yes,Unemployed,4,0,0,0,0,0,0,0,0,0,0,1,0
84,Female,Gujarat,Government Job,1458183.0,12th Pass,OBC,Yes,No,Employed,5,0,0,0,0,0,0,0,0,0,0,1,0
21,Male,Delhi,Student,45559.0,Below 10th,ST,Yes,Yes,Student,5,0,0,1,1,1,1,0,0,0,1,1,0
60,Male,West Bengal,Retired,153701.0,12th Pass,ST,Yes,No,Retired,1,0,0,0,0,1,0,0,0,0,1,1,0
59,Female,West Bengal,Farmer,347872.0,12th Pass,ST,No,No,Farmer,2,0,0,0,0,1,0,0,0,0,0,1,0
7,Other,Gujarat,Student,136473.0,Postgraduate,OBC,No,No,Student,7,0,0,0,0,0,0,0,0,0,0,0,0
15,Female,Gujarat,Student,87001.0,12th Pass,SC,Yes,Yes,Student,8,0,0,0,1,0,0,0,0,0,0,1,0
48,Other,Maharashtra,Farmer,201407.0,10th Pass,OBC,Yes,No,Farmer,6,1,0,0,0,1,0,0,0,0,0,1,0
53,Male,Uttar Pradesh,Business Owner,1232959.0,12th Pass,General,No,No,Employed,8,0,0,0,0,1,0,1,0,0,0,1,0
67,Male,Karnataka,Government Job,503727.0,12th Pass,General,Yes,No,Employed,3,0,0,0,0,1,0,0,0,0,0,1,0
73,Other,Maharashtra,Government Job,237304.0,10th Pass,OBC,No,No,Employed,2,0,0,0,0,0,0,0,0,0,0,1,0
31,Other,Uttar Pradesh,Government Job,251247.0,10th Pass,General,No,No,Employed,6,0,0,0,0,1,1,0,0,0,0,1,0
70,Male,Delhi,Farmer,113319.0,12th Pass,General,Yes,No,Farmer,5,1,0,0,0,1,0,0,0,0,1,1,0
57,Female,Bihar,Government Job,948188.0,Graduate,SC,Yes,No,Employed,7,0,0,0,0,1,0,0,0,0,0,1,0
20,Other,Maharashtra,Government Job,1396772.0,Below 10th,General,Yes,No,Employed,6,0,0,0,0,1,1,0,0,0,0,1,0
69,Male,Karnataka,Retired,379597.0,Postgraduate,General,No,No,Retired,8,0,0,0,0,1,0,0,0,0,0,1,0
53,Female,Maharashtra,Unemployed,20489.0,Postgraduate,OBC,Yes,Yes,Unemployed,5,0,0,1,0,1,0,0,0,0,1,1,1
55,Female,Tamil Nadu,Farmer,310206.0,10th Pass,General,Yes,No,Farmer,1,0,0,0,0,1,0,0,0,0,0,1,0
78,Other,Uttar Pradesh,Private Job,1248244.0,Below 10th,SC,Yes,No,Employed,6,0,0,0,0,0,0,0,0,0,0,1,0
10,Female,Rajasthan,Student,42193.0,10th Pass,SC,Yes,No,Student,1,0,1,0,0,0,0,0,0,0,0,1,0
62,Female,Rajasthan,Farmer,172385.0,Below 10th,SC,Yes,No,Farmer,4,1,0,0,0,1,0,0,0,0,1,1,0
79,Female,Tamil Nadu,Business Owner,368886.0,10th Pass,General,No,No,Employed,2,0,0,0,0,0,0,0,0,0,0,1,0
29,Female,Bihar,Unemployed,43036.0,Postgraduate,SC,Yes,Yes,Unemployed,6,0,0,1,0,1,1,0,0,0,1,1,0
35,Female,Punjab,Farmer,184214.0,10th Pass,ST,No,No,Farmer,6,1,0,0,0,1,1,0,0,0,1,1,0
22,Other,Tamil Nadu,Unemployed,60666.0,Graduate,SC,No,Yes,Unemployed,2,0,0,1,0,1,1,0,0,0,1,1,0
28,Other,West Bengal,Farmer,167123.0,Postgraduate,OBC,No,No,Farmer,2,1,0,0,0,1,1,0,0,0,1,1,0
14,Male,Rajasthan,Government Job,165419.0,Postgraduate,ST,Yes,No,Employed,1,0,0,0,0,0,0,0,0,0,0,1,0
75,Female,Rajasthan,Private Job,1090073.0,10th Pass,SC,No,No,Employed,4,0,0,0,0,0,0,0,0,0,0,1,0
21,Other,Karnataka,Student,121818.0,Postgraduate,General,No,No,Student,6,0,0,0,1,1,1,0,0,0,1,1,0
81,Male,Gujarat,Retired,341931.0,10th Pass,OBC,No,No,Retired,3,0,0,0,0,0,0,0,0,0,0,1,0
27,Other,West Bengal,Government Job,406601.0,Graduate,SC,Yes,No,Employed,4,0,0,0,0,1,1,0,0,0,0,1,0
67,Male,Delhi,Business Owner,874761.0,10th Pass,General,Yes,No,Employed,6,0,0,0,0,1,0,0,0,0,0,1,0
61,Female,Bihar,Farmer,40921.0,12th Pass,General,No,Yes,Farmer,5,1,0,1,0,1,0,0,0,1,1,1,0
25,Other,West Bengal,Student,98739.0,Graduate,SC,Yes,Yes,Student,7,0,0,1,1,1,1,0,0,0,1,1,0
33,Other,Uttar Pradesh,Business Owner,823585.0,Graduate,ST,Yes,No,Employed,3,0,0,0,0,1,1,1,0,0,0,1,0
61,Male,Gujarat,Farmer,289767.0,12th Pass,OBC,Yes,No,Farmer,3,1,0,0,0,1,0,0,0,0,0,1,0
25,Female,West Bengal,Government Job,348156.0,10th Pass,ST,No,No,Employed,2,0,0,0,0,1,1,0,0,0,0,1,0
66,Other,Bihar,Unemployed,27617.0,Postgraduate,OBC,No,No,Unemployed,1,0,0,0,0,1,0,0,0,0,1,1,0
25,Other,West Bengal,Student,35317.0,Postgraduate,General,Yes,No,Student,5,0,0,0,1,1,1,0,0,0,1,1,0
28,Other,Uttar Pradesh,Private Job,1281964.0,Below 10th,SC,Yes,No,Employed,4,0,0,0,0,1,1,0,0,0,0,1,0
65,Other,Bihar,Retired,272532.0,10th Pass,ST,Yes,No,Retired,3,0,0,0,0,1,0,0,0,0,0,1,0
84,Other,Rajasthan,Business Owner,451737.0,12th Pass,ST,Yes,No,Employed,4,0,0,0,0,0,0,0,0,0,0,1,0
32,Female,Punjab,Farmer,28683.0,Postgraduate,ST,Yes,Yes,Farmer,3,1,0,1,0,1,1,0,0,0,1,1,0
52,Other,West Bengal,Farmer,298622.0,Below 10th,General,No,No,Farmer,3,1,0,0,0,1,0,0,0,0,0,1,0
80,Other,Maharashtra,Retired,375760.0,Graduate,ST,No,No,Retired,1,0,0,0,0,0,0,0,0,0,0,1,0
85,Female,Gujarat,Retired,272771.0,Graduate,SC,Yes,No,Retired,7,0,0,0,0,0,0,0,0,0,0,1,0
62,Female,Bihar,Retired,141903.0,12th Pass,ST,No,No,Retired,4,0,0,0,0,1,0,0,0,0,1,1,0
5,Other,Maharashtra,Private Job,1195847.0,Below 10th,General,No,No,Employed,4,0,0,0,0,0,0,0,0,0,0,0,0
47,Female,Tamil Nadu,Farmer,101148.0,Postgraduate,SC,No,No,Farmer,7,1,0,0,0,1,0,0,0,0,1,1,0
77,Female,West Bengal,Business Owner,933521.0,10th Pass,ST,No,No,Employed,3,0,0,0,0,0,0,0,0,0,0,1,0
52,Other,Rajasthan,Unemployed,33263.0,12th Pass,SC,No,Yes,Unemployed,2,0,0,1,0,1,0,0,0,0,1,1,0
52,Female,Punjab,Farmer,132437.0,Graduate,SC,Yes,No,Farmer,3,1,0,0,0,1,0,0,0,0,1,1,0
64,Other,Maharashtra,Retired,67756.0,Graduate,ST,Yes,No,Retired,4,0,0,0,0,1,0,0,0,0,1,1,0
45,Male,West Bengal,Farmer,221497.0,Postgraduate,SC,Yes,No,Farmer,3,1,0,0,0,1,0,0,0,0,0,1,0
14,Female,Maharashtra,Student,135830.0,10th Pass,General,Yes,No,Student,3,0,0,0,0,0,0,0,0,0,0,1,0
9,Female,Gujarat,Government Job,100602.0,10th Pass,General,No,No,Employed,7,0,1,0,0,0,0,0,0,0,0,0,0
50,Other,Uttar Pradesh,Unemployed,76818.0,10th Pass,General,Yes,Yes,Unemployed,5,0,0,1,0,1,0,0,0,0,1,1,0
76,Other,Tamil Nadu,Business Owner,679878.0,10th Pass,OBC,No,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
21,Male,Karnataka,Student,106727.0,Below 10th,General,No,No,Student,6,0,0,0,1,1,1,0,0,0,1,1,0
19,Other,Karnataka,Private Job,1305639.0,12th Pass,ST,No,No,Employed,8,0,0,0,0,1,1,0,0,0,0,1,0
36,Female,Bihar,Government Job,1066200.0,Postgraduate,General,No,No,Employed,2,0,0,0,0,1,1,0,0,0,0,1,0
38,Male,Uttar Pradesh,Government Job,562175.0,10th Pass,SC,No,No,Employed,6,0,0,0,0,1,1,0,0,0,0,1,0
71,Other,Maharashtra,Government Job,652284.0,10th Pass,SC,Yes,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
15,Male,Rajasthan,Student,124926.0,12th Pass,OBC,No,No,Student,3,0,0,0,1,0,0,0,0,0,0,1,0
13,Female,Gujarat,Student,63453.0,10th Pass,OBC,Yes,Yes,Student,6,0,0,0,0,0,0,0,0,0,0,1,0
59,Male,Delhi,Farmer,278298.0,Below 10th,General,No,No,Farmer,6,1,0,0,0,1,0,0,0,0,0,1,0
84,Female,Bihar,Private Job,676156.0,Graduate,OBC,No,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
47,Other,Punjab,Farmer,295636.0,Graduate,General,No,No,Farmer,7,1,0,0,0,1,0,0,0,0,0,1,0
27,Female,Delhi,Government Job,1186754.0,Graduate,SC,Yes,No,Employed,1,0,0,0,0,1,1,0,0,0,0,1,0
43,Female,West Bengal,Farmer,190622.0,Postgraduate,SC,Yes,No,Farmer,5,1,0,0,0,1,0,0,0,0,1,1,0
35,Female,Bihar,Private Job,819525.0,12th Pass,OBC,No,No,Employed,7,0,0,0,0,1,1,0,0,0,0,1,0
31,Female,Tamil Nadu,Business Owner,940103.0,12th Pass,ST,Yes,No,Employed,3,0,0,0,0,1,1,1,1,0,0,1,0
83,Other,Gujarat,Retired,72360.0,12th Pass,OBC,No,Yes,Retired,4,0,0,1,0,0,0,0,0,1,1,1,0
23,Other,Punjab,Unemployed,1276.0,10th Pass,ST,No,No,Unemployed,6,0,0,0,0,1,1,0,0,0,1,1,0
67,Female,Karnataka,Private Job,1290835.0,Below 10th,ST,Yes,No,Employed,3,0,0,0,0,1,0,0,0,0,0,1,0
12,Male,Karnataka,Unemployed,82557.0,Below 10th,ST,No,No,Unemployed,6,0,0,0,0,0,0,0,0,0,0,1,0
76,Other,Karnataka,Business Owner,141597.0,Graduate,General,No,No,Employed,4,0,0,0,0,0,0,0,0,0,1,1,0
16,Other,Rajasthan,Student,74608.0,12th Pass,ST,No,Yes,Student,7,0,0,0,1,0,0,0,0,0,0,1,0
83,Female,Bihar,Government Job,403768.0,10th Pass,SC,No,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
14,Male,Punjab,Business Owner,578607.0,12th Pass,SC,No,No,Employed,5,0,0,0,0,0,0,0,0,0,0,1,0
82,Other,Uttar Pradesh,Business Owner,1033019.0,12th Pass,ST,No,No,Employed,3,0,0,0,0,0,0,0,0,0,0,1,0
28,Male,Punjab,Government Job,592048.0,12th Pass,General,Yes,No,Employed,3,0,0,0,0,1,1,0,0,0,0,1,0
55,Male,Delhi,Farmer,268085.0,Below 10th,General,No,No,Farmer,2,1,0,0,0,1,0,0,0,0,0,1,0
25,Female,West Bengal,Student,22101.0,Graduate,SC,Yes,No,Student,5,0,0,0,1,1,1,0,0,0,1,1,0
10,Other,Punjab,Student,138082.0,Below 10th,General,No,No,Student,6,0,0,0,0,0,0,0,0,0,0,1,0
65,Female,Rajasthan,Business Owner,1250382.0,Graduate,OBC,Yes,No,Employed,8,0,0,0,0,1,0,1,1,0,0,1,0
85,Other,West Bengal,Unemployed,68610.0,Postgraduate,SC,No,Yes,Unemployed,4,0,0,1,0,0,0,0,0,1,1,1,0
16,Female,Karnataka,Business Owner,964454.0,12th Pass,OBC,No,No,Employed,1,0,0,0,0,0,0,0,0,0,0,1,0
5,Other,Punjab,Business Owner,701384.0,Graduate,General,No,No,Employed,8,0,0,0,0,0,0,0,0,0,0,0,0
79,Male,Uttar Pradesh,Retired,173575.0,10th Pass,General,No,No,Retired,4,0,0,0,0,0,0,0,0,0,1,1,0
57,Other,Uttar Pradesh,Unemployed,32754.0,10th Pass,ST,No,No,Unemployed,2,0,0,0,0,1,0,0,0,0,1,1,0
59,Other,Gujarat,Private Job,1386007.0,12th Pass,SC,No,No,Employed,7,0,0,0,0,1,0,0,0,0,0,1,0
8,Male,Punjab,Student,75915.0,Graduate,ST,No,Yes,Student,8,0,0,0,0,0,0,0,0,0,0,0,0
22,Female,Maharashtra,Student,13010.0,Below 10th,OBC,Yes,No,Student,3,0,0,0,1,1,1,0,0,0,1,1,0
9,Other,Maharashtra,Student,23644.0,Below 10th,ST,Yes,Yes,Student,5,0,0,0,0,0,0,0,0,0,0,0,0
68,Female,Bihar,Government Job,166557.0,12th Pass,General,Yes,No,Employed,1,0,0,0,0,1,0,0,0,0,1,1,0
39,Female,Delhi,Private Job,1085969.0,10th Pass,OBC,No,No,Employed,7,0,0,0,0,1,1,0,0,0,0,1,0
6,Male,Gujarat,Unemployed,58059.0,10th Pass,General,Yes,Yes,Unemployed,2,0,0,0,0,0,0,0,0,0,0,0,0
71,Other,Gujarat,Unemployed,51003.0,12th Pass,SC,Yes,Yes,Unemployed,1,0,0,1,0,0,0,0,0,1,1,1,0
75,Other,Delhi,Business Owner,1109211.0,12th Pass,OBC,No,No,Employed,1,0,0,0,0,0,0,0,0,0,0,1,0
32,Male,Gujarat,Government Job,1010502.0,12th Pass,General,Yes,No,Employed,5,0,0,0,0,1,1,0,0,0,0,1,0
60,Male,Uttar Pradesh,Retired,147448.0,Below 10th,ST,Yes,No,Retired,6,0,0,0,0,1,0,0,0,0,1,1,0
16,Male,Punjab,Unemployed,11980.0,Postgraduate,SC,Yes,No,Unemployed,3,0,0,0,0,0,0,0,0,0,0,1,0
73,Male,Punjab,Unemployed,30497.0,12th Pass,SC,No,Yes,Unemployed,1,0,0,1,0,0,0,0,0,1,1,1,0
53,Female,Punjab,Business Owner,182813.0,Graduate,ST,No,No,Employed,8,0,0,0,0,1,0,1,1,0,1,1,0
29,Other,Punjab,Private Job,829105.0,12th Pass,ST,No,No,Employed,3,0,0,0,0,1,1,0,0,0,0,1,0
13,Other,Punjab,Unemployed,38754.0,12th Pass,SC,No,No,Unemployed,7,0,0,0,0,0,0,0,0,0,0,1,0
84,Male,West Bengal,Retired,210880.0,Postgraduate,OBC,No,No,Retired,2,0,0,0,0,0,0,0,0,0,0,1,0
73,Female,Gujarat,Private Job,1143436.0,Postgraduate,OBC,No,No,Employed,6,0,0,0,0,0,0,0,0,0,0,1,0
53,Other,Tamil Nadu,Farmer,70466.0,Below 10th,General,Yes,No,Farmer,1,1,0,0,0,1,0,0,0,0,1,1,0
6,Male,Bihar,Student,25887.0,Postgraduate,ST,No,Yes,Student,5,0,0,0,0,0,0,0,0,0,0,0,0
11,Female,Gujarat,Private Job,248633.0,Below 10th,OBC,No,No,Employed,2,0,0,0,0,0,0,0,0,0,0,1,0
64,Other,Maharashtra,Business Owner,1270252.0,Graduate,SC,Yes,No,Employed,5,0,0,0,0,1,0,1,0,0,0,1,0
62,Male,Delhi,Retired,179333.0,10th Pass,General,Yes,No,Retired,4,0,0,0,0,1,0,0,0,0,1,1,0
12,Female,Gujarat,Student,137938.0,Postgraduate,OBC,No,No,Student,2,0,0,0,0,0,0,0,0,0,0,1,0
78,Female,Bihar,Government Job,1495114.0,Graduate,General,Yes,No,Employed,3,0,0,0,0,0,0,0,0,0,0,1,0
75,Female,Rajasthan,Business Owner,1478944.0,10th Pass,ST,No,No,Employed,6,0,0,0,0,0,0,0,0,0,0,1,0
75,Female,Tamil Nadu,Unemployed,83000.0,Graduate,SC,Yes,Yes,Unemployed,4,0,0,1,0,0,0,0,0,1,1,1,0
53,Other,Karnataka,Business Owner,1048758.0,Graduate,ST,Yes,No,Employed,1,0,0,0,0,1,0,1,0,0,0,1,0
41,Other,Maharashtra,Private Job,383295.0,12th Pass,General,No,No,Employed,4,0,0,0,0,1,0,0,0,0,0,1,0
68,Female,Maharashtra,Retired,381611.0,Postgraduate,OBC,Yes,No,Retired,1,0,0,0,0,1,0,0,0,0,0,1,0
16,Female,Punjab,Student,69465.0,Postgraduate,OBC,Yes,No,Student,5,0,0,0,1,0,0,0,0,0,0,1,0
16,Other,Uttar Pradesh,Private Job,555999.0,Below 10th,SC,No,No,Employed,3,0,0,0,0,0,0,0,0,0,0,1,0
79,Other,West Bengal,Retired,69998.0,12th Pass,General,No,No,Retired,1,0,0,0,0,0,0,0,0,0,1,1,0
47,Female,Uttar Pradesh,Unemployed,15799.0,10th Pass,General,No,No,Unemployed,1,0,0,0,0,1,0,0,0,0,1,1,0
21,Other,West Bengal,Student,85676.0,10th Pass,OBC,Yes,Yes,Student,7,0,0,1,1,1,1,0,0,0,1,1,0
62,Other,West Bengal,Private Job,288917.0,10th Pass,ST,No,No,Employed,7,0,0,0,0,1,0,0,0,0,0,1,0
56,Male,Tamil Nadu,Farmer,269484.0,Below 10th,ST,No,No,Farmer,2,1,0,0,0,1,0,0,0,0,0,1,0
64,Other,Uttar Pradesh,Retired,385885.0,10th Pass,ST,Yes,No,Retired,8,0,0,0,0,1,0,0,0,0,0,1,0
24,Other,West Bengal,Student,147106.0,Postgraduate,OBC,Yes,No,Student,2,0,0,0,1,1,1,0,0,0,1,1,0
39,Female,Tamil Nadu,Government Job,1307997.0,Below 10th,General,No,No,Employed,7,0,0,0,0,1,1,0,0,0,0,1,0
51,Female,Gujarat,Business Owner,822521.0,Postgraduate,General,No,No,Employed,3,0,0,0,0,1,0,1,1,0,0,1,0
49,Other,Bihar,Private Job,405803.0,Graduate,General,Yes,No,Employed,4,0,0,0,0,1,0,0,0,0,0,1,0
35,Male,Delhi,Farmer,48593.0,Postgraduate,OBC,No,No,Farmer,2,1,0,0,0,1,1,0,0,0,1,1,0
33,Female,Bihar,Farmer,193998.0,Postgraduate,OBC,Yes,No,Farmer,5,1,0,0,0,1,1,0,0,0,1,1,0
75,Female,West Bengal,Government Job,396427.0,Below 10th,ST,Yes,No,Employed,5,0,0,0,0,0,0,0,0,0,0,1,0
6,Male,Karnataka,Student,71114.0,Graduate,General,Yes,Yes,Student,5,0,0,0,0,0,0,0,0,0,0,0,0
51,Male,Maharashtra,Business Owner,1461913.0,Graduate,OBC,No,No,Employed,2,0,0,0,0,1,0,1,0,0,0,1,0
45,Female,West Bengal,Private Job,284592.0,10th Pass,OBC,No,No,Employed,1,0,0,0,0,1,0,0,0,0,0,1,0
10,Male,Rajasthan,Business Owner,799546.0,Graduate,ST,Yes,No,Employed,1,0,0,0,0,0,0,0,0,0,0,1,0
49,Other,Tamil Nadu,Business Owner,1411204.0,12th Pass,OBC,No,No,Employed,1,0,0,0,0,1,0,1,0,0,0,1,0
77,Female,Uttar Pradesh,Retired,35448.0,12th Pass,OBC,Yes,Yes,Retired,7,0,0,1,0,0,0,0,0,1,1,1,0
22,Male,Uttar Pradesh,Private Job,1384397.0,10th Pass,ST,Yes,No,Employed,3,0,0,0,0,1,1,0,0,0,0,1,0
59,Female,West Bengal,Business Owner,1041976.0,Postgraduate,OBC,Yes,No,Employed,3,0,0,0,0,1,0,1,1,0,0,1,0
69,Other,Gujarat,Retired,92409.0,Postgraduate,OBC,No,Yes,Retired,3,0,0,1,0,1,0,0,0,1,1,1,0
54,Male,Tamil Nadu,Farmer,312206.0,Below 10th,OBC,No,No,Farmer,3,0,0,0,0,1,0,0,0,0,0,1,0
8,Female,Uttar Pradesh,Unemployed,39760.0,Graduate,SC,Yes,Yes,Unemployed,2,0,1,0,0,0,0,0,0,0,0,0,0
79,Male,Maharashtra,Retired,340854.0,12th Pass,OBC,Yes,No,Retired,4,0,0,0,0,0,0,0,0,0,0,1,0
8,Female,Delhi,Government Job,1099507.0,10th Pass,ST,No,No,Employed,3,0,1,0,0,0,0,0,0,0,0,0,0
11,Female,Bihar,Student,42935.0,10th Pass,General,No,Yes,Student,1,0,0,0,0,0,0,0,0,0,0,1,0
39,Female,Gujarat,Government Job,525372.0,10th Pass,General,Yes,No,Employed,8,0,0,0,0,1,1,0,0,0,0,1,0
67,Female,Tamil Nadu,Retired,259885.0,Graduate,ST,Yes,No,Retired,7,0,0,0,0,1,0,0,0,0,0,1,0
45,Female,West Bengal,Government Job,1299433.0,Postgraduate,General,Yes,No,Employed,8,0,0,0,0,1,0,0,0,0,0,1,0
63,Male,Gujarat,Private Job,1227993.0,Graduate,General,No,No,Employed,1,0,0,0,0,1,0,0,0,0,0,1,0
29,Female,Bihar,Unemployed,39918.0,12th Pass,ST,Yes,Yes,Unemployed,1,0,0,1,0,1,1,0,0,0,1,1,0
74,Male,Bihar,Retired,358743.0,Below 10th,General,Yes,No,Retired,3,0,0,0,0,0,0,0,0,0,0,1,0
55,Female,Tamil Nadu,Unemployed,3265.0,10th Pass,ST,Yes,Yes,Unemployed,2,0,0,1,0,1,0,0,0,0,1,1,0
37,Female,Punjab,Government Job,359091.0,Below 10th,General,No,No,Employed,6,0,0,0,0,1,1,0,0,0,0,1,0
15,Other,Uttar Pradesh,Government Job,1173042.0,Postgraduate,OBC,No,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
10,Male,Tamil Nadu,Private Job,1483135.0,10th Pass,OBC,Yes,No,Employed,3,0,0,0,0,0,0,0,0,0,0,1,0
11,Female,Karnataka,Business Owner,1035871.0,12th Pass,OBC,Yes,No,Employed,3,0,0,0,0,0,0,0,0,0,0,1,0
60,Male,West Bengal,Retired,152703.0,Graduate,ST,No,No,Retired,1,0,0,0,0,1,0,0,0,0,1,1,0
19,Female,Gujarat,Student,124705.0,Graduate,ST,Yes,No,Student,1,0,0,0,1,1,1,0,0,0,1,1,0
36,Other,Karnataka,Private Job,1418344.0,Postgraduate,OBC,Yes,No,Employed,3,0,0,0,0,1,1,0,0,0,0,1,0
22,Male,Tamil Nadu,Farmer,96218.0,Postgraduate,SC,No,Yes,Farmer,1,1,0,1,0,1,1,0,0,0,1,1,0
24,Female,Punjab,Student,74548.0,Postgraduate,OBC,No,Yes,Student,6,0,0,1,1,1,1,0,0,0,1,1,0
9,Male,Karnataka,Business Owner,872946.0,Graduate,General,No,No,Employed,2,0,0,0,0,0,0,0,0,0,0,0,0
41,Female,Punjab,Farmer,163874.0,Postgraduate,ST,Yes,No,Farmer,4,1,0,0,0,1,0,0,0,0,1,1,0
83,Male,Delhi,Private Job,1419063.0,Postgraduate,General,No,No,Employed,5,0,0,0,0,0,0,0,0,0,0,1,0
59,Other,Tamil Nadu,Business Owner,1201825.0,Postgraduate,SC,Yes,No,Employed,8,0,0,0,0,1,0,1,0,0,0,1,0
